study_area,id,Latitude,Longitude,orbit,incidence_angle,field_id,date,soil_moisture,G_VH_dB,G_VV_dB,projectedLocalIncidenceAngle,assumed_clay_content,C11_ILSF9_BI1000_dB,C22_ILSF9_BI1000_dB,Surface_r_ILSF9_BI1000,Volume_g_ILSF9_BI1000,Ratio_b_ILSF9_BI1000,projectedLocalIncidenceAngle,soil_complex,soil_type,soil_texture,top_texture,range_clay_content,assumed_clay_content
BRWINOW,BD02,52.1395868,20.6849855,A102,41.14,BD,19.10.2024,21.94,-21.52,-11.64,44.143,18.0,-15.472,-22.4132,-19.352,-16.388,-2.964,44.143,2,Bw,pgmp.gsp,piaski gliniaste mocne pylaste,15 - 20,18.0
BRWINOW,BD03,52.1398805,20.685526,A102,41.14,BD,19.10.2024,23.78,-21.54,-12.82,41.219,18.0,-15.141,-22.9102,-17.699,-17.254,-0.444,41.219,2,Bw,pgmp.gsp,piaski gliniaste mocne pylaste,15 - 20,18.0
BRWINOW,BD04,52.1399618,20.6864455,A102,41.14,BD,19.10.2024,30.2,-22.13,-13.21,38.894,18.0,-15.5494,-23.8704,-17.25,-18.169,0.918,38.894,2,Bw,pgmp.gsp,piaski gliniaste mocne pylaste,15 - 20,18.0
BRWINOW,BD05,52.1396984,20.6871072,A102,41.14,BD,19.10.2024,25.83,-21.06,-12.1,41.484,18.0,-14.5924,-23.839,-16.586,-17.876,1.29,41.484,2,Bw,pgmp.gsp,piaski gliniaste mocne pylaste,15 - 20,18.0
OBORY,OL16,52.080623658869,21.16910329705,A029,34.55,OL,27.08.2024,17.42,-22.28,-12.09,33.48,18.0,-14.1257,-25.1449,-15.102,-19.21,4.108,33.48,2,F,pgmp.płz,piaski gliniaste mocne,15 - 20,18.0
OBORY,OL16,52.080623658869,21.16910329705,A102,42.91,OL,01.09.2024,16.28,-23.68,-13.61,42.94,18.0,-18.2681,-26.5687,-20.56,-20.654,0.093,42.94,2,F,pgmp.płz,piaski gliniaste mocne,15 - 20,18.0
OBORY,OL17,52.081432830417,21.169106354982,A029,34.55,OL,27.08.2024,21.23,-25.56,-13.34,34.57,18.0,-15.154,-24.0673,-17.462,-18.314,0.853,34.57,2,F,pgmp.płz,piaski gliniaste mocne,15 - 20,18.0
OBORY,OL17,52.081432830417,21.169106354982,A102,42.91,OL,01.09.2024,16.75,-23.55,-14.26,42.92,18.0,-16.4062,-26.7204,-18.287,-20.385,2.098,42.92,2,F,pgmp.płz,piaski gliniaste mocne,15 - 20,18.0
OBORY,OT01,52.081516,21.173485,A029,34.55,OT,24.03.2024,36.17,-21.45,-10.43,34.64,18.0,-13.8708,-24.3273,-14.599,-17.708,3.109,34.64,2,F,pgmp.płz,piaski gliniaste mocne,15 - 20,18.0
OBORY,OT01,52.081516,21.173485,A029,34.55,OT,05.04.2024,35.52,-17.6,-7.15,34.64,18.0,-8.7179,-19.913,-10.433,-13.761,3.328,34.64,2,F,pgmp.płz,piaski gliniaste mocne,15 - 20,18.0
OBORY,OT01,52.081516,21.173485,A029,34.55,OT,18.04.2024,33.27,-19.82,-11.08,34.64,18.0,-13.2114,-21.2917,-15.941,-15.429,-0.512,34.64,2,F,pgmp.płz,piaski gliniaste mocne,15 - 20,18.0
OBORY,OT01,52.081516,21.173485,A029,34.55,OT,30.04.2024,26.68,-20.71,-11.83,34.64,18.0,-14.5146,-21.9031,-17.772,-16.035,-1.737,34.64,2,F,pgmp.płz,piaski gliniaste mocne,15 - 20,18.0
OBORY,OT07,52.081427,21.173046,A029,34.55,OT,24.03.2024,35.4,-21.13,-9.84,34.6,18.0,-12.785,-23.7063,-13.938,-17.614,3.676,34.6,2,F,pgmp.płz,piaski gliniaste mocne,15 - 20,18.0
OBORY,OT07,52.081427,21.173046,A029,34.55,OT,30.04.2024,27.1,-20.89,-11.57,34.6,18.0,-15.186,-22.0567,-18.03,-16.165,-1.865,34.6,2,F,pgmp.płz,piaski gliniaste mocne,15 - 20,18.0
OBORY,OT08,52.081067,21.173045,A029,34.55,OT,24.03.2024,39.0,-17.88,-7.36,33.85,18.0,-11.9799,-21.7156,-13.611,-16.136,2.525,33.85,2,F,pgmp.płz,piaski gliniaste mocne,15 - 20,18.0
OBORY,OT08,52.081067,21.173045,A029,34.55,OT,30.04.2024,26.43,-19.78,-10.87,33.85,18.0,-15.6186,-23.4983,-17.429,-17.585,0.156,33.85,2,F,pgmp.płz,piaski gliniaste mocne,15 - 20,18.0
KEDZIERZYN,KR02,50.3208212,18.1918158,A175,36.95,KR,12.10.2024,36.9,-20.15,-8.8,37.35,43.0,-12.52,-22.7125,-13.526,-17.181,3.655,37.35,2,zF,płi:i,pyły ilaste,35 - 50,43.0
KEDZIERZYN,KR03,50.3204575,18.1922033,A175,36.95,KR,12.10.2024,33.46,-21.48,-9.53,38.63,43.0,-11.8634,-22.7264,-13.205,-16.937,3.732,38.63,2,zF,płi:i,pyły ilaste,35 - 50,43.0
KEDZIERZYN,KR04,50.3211791,18.1920051,A175,36.95,KR,12.10.2024,38.05,-18.89,-8.29,37.5,43.0,-11.2121,-22.6623,-12.857,-16.582,3.725,37.5,2,zF,płi:i,pyły ilaste,35 - 50,43.0
KEDZIERZYN,KS01,50.3209404,18.1909706,A175,36.95,KS,12.10.2024,32.8,-20.23,-10.22,35.6,43.0,-11.572,-20.2824,-13.663,-14.495,0.832,35.6,2,zF,płi:i,pyły ilaste,35 - 50,43.0
KEDZIERZYN,KS03,50.3217193,18.1904313,A175,36.95,KS,12.10.2024,39.07,-16.41,-7.37,35.31,43.0,-11.0019,-19.7456,-13.356,-14.138,0.783,35.31,2,zF,płi:i,pyły ilaste,35 - 50,43.0
KEDZIERZYN,KS04,50.3220426,18.1906185,A175,36.95,KS,12.10.2024,54.5,-17.4,-8.27,37.8,43.0,-12.115,-19.7163,-13.687,-13.873,0.186,37.8,2,zF,płi:i,pyły ilaste,35 - 50,43.0
OBORY,OR15,52.087388,21.15395,A029,34.55,OR,24.03.2024,44.43,-15.49,-4.99,34.43,43.0,-8.7631,-18.5034,-10.111,-12.607,2.496,34.43,3,zFG,płi:pl,pyły ilaste,35 - 50,43.0
OBORY,OR15,52.087388,21.15395,A029,34.55,OR,11.05.2024,34.32,-22.75,-12.75,34.43,43.0,-15.1578,-22.9438,-18.038,-16.984,-1.054,34.43,3,zFG,płi:pl,pyły ilaste,35 - 50,43.0
OBORY,OR16,52.087567,21.153951,A029,34.55,OR,24.03.2024,42.38,-16.33,-4.52,34.09,43.0,-6.4419,-18.6147,-8.1,-12.823,4.723,34.09,3,zFG,płi:pl,pyły ilaste,35 - 50,43.0
OBORY,OR16,52.087567,21.153951,A029,34.55,OR,11.05.2024,29.7,-23.14,-12.98,34.09,43.0,-15.3773,-23.2984,-17.834,-17.961,0.126,34.09,3,zFG,płi:pl,pyły ilaste,35 - 50,43.0
BRWINOW,BL01,52.184226,20.6596822,A102,41.14,BL,19.10.2024,19.4,-25.19,-14.47,40.289,30.0,-17.2275,-24.1035,-21.103,-18.328,-2.774,40.289,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BL02,52.1843203,20.659049,A102,41.14,BL,19.10.2024,28.3,-23.78,-13.8,41.12,30.0,-17.8442,-26.7811,-20.394,-20.318,-0.076,41.12,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BRA01,52.241221,20.592545,A029,32.56,BR,26.10.2024,21.21,-18.45,-10.92,32.308,33.0,-15.4662,-23.635,-16.702,-17.969,1.267,32.308,1,Dz,płz,pyły zwykłe,0 - 35,33.0
BRWINOW,BRA02,52.241131,20.591916,A029,32.56,BR,26.10.2024,20.1,-20.96,-10.96,32.518,33.0,-15.289,-22.9831,-17.477,-17.276,-0.201,32.518,1,Dz,płz,pyły zwykłe,0 - 35,33.0
BRWINOW,BRA03,52.241131,20.591287,A029,32.56,BR,26.10.2024,19.43,-20.4,-11.2,32.049,33.0,-14.6769,-22.8564,-17.802,-16.885,-0.918,32.049,1,Dz,płz,pyły zwykłe,0 - 35,33.0
BRWINOW,BRA04,52.240682,20.591467,A029,32.56,BR,26.10.2024,21.34,-22.36,-12.32,32.248,33.0,-16.3142,-23.6174,-19.584,-17.776,-1.808,32.248,1,Dz,płz,pyły zwykłe,0 - 35,33.0
BRWINOW,BRA05,52.240682,20.592096,A029,32.56,BR,26.10.2024,18.83,-22.65,-11.78,35.212,33.0,-15.7804,-24.4047,-17.561,-18.704,1.143,35.212,1,Dz,płz,pyły zwykłe,0 - 35,33.0
BRWINOW,BRA06,52.240592,20.592724,A029,32.56,BR,26.10.2024,19.36,-24.83,-11.97,29.844,33.0,-15.5093,-25.3557,-17.021,-19.25,2.228,29.844,1,Dz,płz,pyły zwykłe,0 - 35,33.0
BRWINOW,BT01,52.229722,20.691719,A029,32.56,BT,26.10.2024,19.53,-21.06,-12.71,32.531,30.0,-17.1239,-23.373,-20.217,-17.267,-2.95,32.531,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BT02,52.229722,20.69109,A029,32.56,BT,26.10.2024,15.93,-21.25,-12.32,34.466,30.0,-15.9876,-23.4627,-19.063,-17.67,-1.392,34.466,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BT03,52.229722,20.690551,A029,32.56,BT,26.10.2024,16.85,-27.2,-12.0,32.953,30.0,-15.7134,-25.1082,-17.715,-19.137,1.422,32.953,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BT04,52.230351,20.690371,A029,32.56,BT,26.10.2024,16.6,-25.41,-10.86,34.803,30.0,-15.7999,-24.1428,-18.22,-18.393,0.173,34.803,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BT05,52.230351,20.691,A029,32.56,BT,26.10.2024,19.53,-22.89,-10.99,33.629,30.0,-15.6241,-24.0799,-17.733,-18.532,0.799,33.629,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BT06,52.230261,20.691719,A029,32.56,BT,26.10.2024,20.86,-22.13,-11.72,32.63,30.0,-15.8142,-23.8873,-18.121,-18.006,-0.115,32.63,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BV03,52.22577,20.714266,A029,32.56,BV,26.10.2024,15.8,-23.41,-13.76,33.106,30.0,-16.1359,-24.3056,-18.799,-18.492,-0.307,33.106,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BV04,52.22577,20.714985,A029,32.56,BV,26.10.2024,20.45,-22.59,-13.03,34.811,30.0,-16.1424,-23.9928,-19.338,-18.039,-1.299,34.811,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BV05,52.22568,20.715524,A029,32.56,BV,26.10.2024,20.75,-21.46,-12.13,32.277,30.0,-15.9034,-23.561,-19.068,-17.778,-1.291,32.277,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BV06,52.22568,20.716243,A029,32.56,BV,26.10.2024,19.75,-22.14,-12.23,33.149,30.0,-16.5796,-24.6266,-19.767,-18.172,-1.595,33.149,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BV07,52.225321,20.716333,A029,32.56,BV,26.10.2024,21.34,-21.4,-12.32,32.812,30.0,-16.7333,-23.5772,-19.921,-17.71,-2.211,32.812,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BV08,52.224961,20.716153,A029,32.56,BV,26.10.2024,22.01,-21.83,-12.19,31.759,30.0,-16.5526,-23.4431,-19.874,-17.664,-2.21,31.759,2,Dz,płz,pyły zwykłe,0 - 35,30.0
BRWINOW,BZ02,52.24167,20.592545,A029,32.56,BZ,26.10.2024,18.95,-17.52,-9.73,35.266,33.0,-14.8259,-21.7871,-17.408,-15.788,-1.621,35.266,1,Dz,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG01,52.0726566,21.183824,A029,34.55,OG,29.04.2024,15.47,-22.73,-12.4,37.29,33.0,-16.036,-22.8449,-18.935,-17.349,-1.586,37.29,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG02,52.0731497,21.1840055,A029,34.55,OG,29.04.2024,15.14,-22.1,-12.02,34.47,33.0,-13.7103,-24.1253,-14.743,-18.159,3.416,34.47,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG03,52.0736301,21.1842224,A029,34.55,OG,29.04.2024,14.28,-21.89,-12.31,31.64,33.0,-18.4432,-24.7259,-19.941,-18.641,-1.3,31.64,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG03,52.0736301,21.1842224,A029,34.55,OG,12.05.2024,9.47,-26.1,-13.93,31.64,33.0,-16.405,-24.2215,-19.675,-18.304,-1.371,31.64,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG04,52.0734591,21.1834649,A029,34.55,OG,29.04.2024,13.47,-21.61,-10.61,34.67,33.0,-12.4111,-23.0371,-13.81,-16.92,3.111,34.67,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG05,52.0729647,21.1832755,A029,34.55,OG,29.04.2024,13.73,-22.21,-11.03,34.72,33.0,-13.6382,-23.3463,-15.306,-17.589,2.283,34.72,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG06,52.0724762,21.1830296,A029,34.55,OG,29.04.2024,12.86,-21.21,-10.86,34.78,33.0,-13.3977,-23.7281,-15.391,-17.802,2.411,34.78,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG07,52.0726086,21.1823639,A029,34.55,OG,29.04.2024,10.97,-21.25,-11.36,34.4,33.0,-14.7007,-23.615,-16.836,-17.885,1.05,34.4,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG08,52.0731094,21.1825933,A029,34.55,OG,29.04.2024,11.81,-24.72,-10.84,34.5,33.0,-13.7554,-23.7749,-15.368,-17.616,2.248,34.5,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG09,52.0736125,21.1827981,A029,34.55,OG,29.04.2024,12.73,-21.49,-10.69,34.91,33.0,-13.8345,-21.8658,-14.564,-16.144,1.58,34.91,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG11,52.0729664,21.1818785,A029,34.55,OG,29.04.2024,10.6,-20.41,-10.87,34.32,33.0,-15.8447,-22.9516,-17.583,-17.318,-0.265,34.32,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG12,52.0725473,21.1816411,A029,34.55,OG,29.04.2024,11.35,-19.53,-10.27,34.84,33.0,-14.2561,-22.6995,-16.703,-16.782,0.079,34.84,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG13,52.072781643956,21.182496668412,A029,34.55,OG,05.04.2024,37.18,-16.56,-5.92,32.5,33.0,-8.4415,-19.0318,-9.45,-13.566,4.116,32.5,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OG14,52.07260182793,21.182495935279,A029,34.55,OG,05.04.2024,36.45,-16.86,-6.42,32.46,33.0,-10.0142,-18.5117,-10.338,-13.306,2.968,32.46,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,OK01,52.0849361,21.159184,A029,34.55,OK,09.09.2024,12.3,-18.81,-10.44,34.46,30.0,-13.4802,-21.7571,-16.125,-15.943,-0.182,34.46,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK01,52.0849361,21.159184,A102,42.91,OK,13.09.2024,14.55,-21.48,-12.63,42.77,30.0,-16.9265,-24.5625,-19.564,-18.522,-1.042,42.77,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK02,52.0851517,21.1596,A029,34.55,OK,09.09.2024,23.39,-19.45,-11.18,34.24,30.0,-13.8572,-21.4781,-17.227,-15.634,-1.593,34.24,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK02,52.0851517,21.1596,A102,42.91,OK,13.09.2024,11.95,-22.69,-12.7,42.59,30.0,-15.8245,-24.5837,-17.709,-18.928,1.219,42.59,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK03,52.085313,21.160115,A029,34.55,OK,09.09.2024,22.93,-20.17,-11.19,34.57,30.0,-15.4167,-22.1118,-18.491,-16.129,-2.362,34.57,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK03,52.085313,21.160115,A102,42.91,OK,13.09.2024,19.49,-21.57,-12.19,42.91,30.0,-16.0316,-23.9723,-17.751,-18.608,0.857,42.91,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK04,52.0855615,21.1605233,A029,34.55,OK,09.09.2024,16.55,-21.56,-11.12,36.25,30.0,-13.903,-23.1873,-16.367,-16.911,0.544,36.25,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK04,52.0855615,21.1605233,A102,42.91,OK,13.09.2024,12.31,-21.45,-12.62,44.4,30.0,-16.7102,-24.4271,-18.531,-18.612,0.082,44.4,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK05,52.085832,21.1610677,A029,34.55,OK,09.09.2024,25.61,-20.15,-11.18,32.89,30.0,-14.6705,-21.4698,-18.927,-15.553,-3.374,32.89,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK06,52.086061,21.1616076,A029,34.55,OK,09.09.2024,17.13,-20.09,-11.8,34.89,30.0,-15.5191,-21.2874,-19.403,-15.837,-3.566,34.89,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK07,52.0863919,21.1610136,A029,34.55,OK,09.09.2024,16.4,-19.85,-11.11,32.3,30.0,-15.2083,-21.8972,-16.96,-16.272,-0.688,32.3,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK08,52.0862309,21.160528,A029,34.55,OK,09.09.2024,16.41,-19.59,-10.26,35.69,30.0,-13.4688,-23.5883,-15.058,-17.3,2.243,35.69,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK09,52.0859776,21.1600069,A029,34.55,OK,09.09.2024,21.71,-20.38,-10.62,34.59,30.0,-13.3255,-23.889,-14.711,-17.86,3.149,34.59,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK09,52.0859776,21.1600069,A102,42.91,OK,13.09.2024,21.37,-21.54,-11.73,42.91,30.0,-15.1277,-23.9356,-17.932,-18.108,0.176,42.91,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK10,52.0857446,21.1594649,A029,34.55,OK,09.09.2024,24.0,-21.75,-11.11,34.47,30.0,-13.9705,-23.1126,-16.513,-16.849,0.335,34.47,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK10,52.0857446,21.1594649,A102,42.91,OK,13.09.2024,17.24,-21.0,-11.77,42.81,30.0,-15.3182,-23.9721,-17.976,-18.007,0.03,42.81,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK11,52.0854193,21.1589393,A029,34.55,OK,09.09.2024,11.56,-19.42,-10.58,34.58,30.0,-12.8369,-21.6049,-15.243,-15.854,0.611,34.58,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK11,52.0854193,21.1589393,A102,42.91,OK,13.09.2024,15.12,-21.28,-12.88,42.91,30.0,-16.2652,-23.5644,-19.871,-17.907,-1.964,42.91,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK12,52.0854219,21.1583029,A029,34.55,OK,09.09.2024,17.04,-19.91,-10.92,34.58,30.0,-13.1252,-20.8387,-16.073,-15.201,-0.872,34.58,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OK12,52.0854219,21.1583029,A102,42.91,OK,13.09.2024,13.12,-21.18,-13.43,42.9,30.0,-17.4628,-24.2893,-22.039,-17.988,-4.05,42.9,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OL07,52.083602061282,21.160942057302,A029,34.55,OL,27.08.2024,36.52,-20.95,-13.37,36.8,30.0,-15.8842,-21.8937,-20.583,-16.096,-4.487,36.8,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OL07,52.083602061282,21.160942057302,A102,42.91,OL,01.09.2024,27.88,-23.23,-13.54,45.1,30.0,-18.7804,-24.013,-21.834,-19.11,-2.725,45.1,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OL08,52.083871984268,21.16079708992,A029,34.55,OL,27.08.2024,29.09,-21.37,-12.72,34.12,30.0,-15.4819,-21.7056,-19.691,-16.105,-3.586,34.12,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OL08,52.083871984268,21.16079708992,A102,42.91,OL,01.09.2024,21.05,-23.15,-13.29,42.25,30.0,-17.5651,-25.9085,-20.181,-19.7,-0.48,42.25,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OL09,52.084501140686,21.16094529138,A029,34.55,OL,27.08.2024,33.34,-24.91,-13.46,30.98,30.0,-15.0307,-23.701,-17.742,-17.891,0.149,30.98,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OL09,52.084501140686,21.16094529138,A102,42.91,OL,01.09.2024,21.22,-24.94,-14.58,39.39,30.0,-17.7757,-26.2959,-19.505,-20.717,1.212,39.39,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OL10,52.08431932335,21.162404034992,A029,34.55,OL,27.08.2024,32.38,-23.76,-13.24,34.25,30.0,-16.6455,-22.7999,-20.971,-17.458,-3.513,34.25,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OL10,52.08431932335,21.162404034992,A102,42.91,OL,01.09.2024,26.11,-25.07,-14.81,42.62,30.0,-17.7473,-26.4001,-19.574,-20.454,0.879,42.62,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OL11,52.08405,21.161819,A029,34.55,OL,27.08.2024,29.27,-22.28,-13.4,34.59,30.0,-16.5407,-23.4071,-19.23,-17.753,-1.476,34.59,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OL11,52.08405,21.161819,A102,42.91,OL,01.09.2024,27.31,-24.7,-14.49,42.91,30.0,-17.5937,-26.3169,-19.403,-20.571,1.168,42.91,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OL12,52.083781,21.161672,A029,34.55,OL,27.08.2024,28.13,-23.1,-13.96,33.5,30.0,-16.5464,-23.3608,-19.945,-17.296,-2.649,33.5,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,OL12,52.083781,21.161672,A102,42.91,OL,01.09.2024,26.03,-25.38,-14.17,42.02,30.0,-16.8097,-25.4858,-18.533,-20.14,1.606,42.02,2,zF,płz,pyły zwykłe,0 - 35,30.0
OBORY,ON01,52.0729063,21.185173,A029,34.55,ON,27.08.2024,15.47,-23.09,-13.12,34.34,33.0,-16.9115,-23.0034,-19.422,-17.647,-1.775,34.34,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON01,52.0729063,21.185173,A102,42.91,ON,01.09.2024,12.06,-24.29,-14.69,42.7,33.0,-16.3902,-26.0099,-17.848,-19.589,1.741,42.7,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON02,52.0729651,21.1857587,A029,34.55,ON,27.08.2024,14.33,-23.9,-13.86,34.68,33.0,-15.976,-23.5701,-18.903,-17.782,-1.121,34.68,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON02,52.0729651,21.1857587,A102,42.91,ON,01.09.2024,14.44,-24.52,-14.85,42.99,33.0,-15.6299,-24.1383,-18.032,-17.872,-0.159,42.99,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON03,52.0730541,21.1864973,A029,34.55,ON,27.08.2024,15.22,-26.97,-14.32,34.81,33.0,-16.2725,-24.3595,-19.491,-18.191,-1.299,34.81,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON03,52.0730541,21.1864973,A102,42.91,ON,01.09.2024,13.45,-24.61,-14.63,43.13,33.0,-18.4617,-27.4771,-19.986,-21.519,1.533,43.13,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON04,52.0733027,21.1868626,A029,34.55,ON,27.08.2024,14.65,-24.02,-13.28,34.6,33.0,-16.3383,-23.8244,-19.889,-17.92,-1.97,34.6,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON04,52.0733027,21.1868626,A102,42.91,ON,01.09.2024,13.34,-25.82,-15.62,42.92,33.0,-18.5379,-28.3327,-19.684,-22.392,2.708,42.92,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON05,52.0734693,21.1865095,A029,34.55,ON,27.08.2024,14.64,-22.51,-12.44,36.1,33.0,-17.1759,-22.8936,-22.441,-17.122,-5.319,36.1,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON05,52.0734693,21.1865095,A102,42.91,ON,01.09.2024,13.76,-24.77,-15.08,44.4,33.0,-17.6611,-28.4166,-19.023,-22.396,3.374,44.4,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON06,52.073538,21.1858844,A029,34.55,ON,27.08.2024,17.19,-23.59,-13.27,34.78,33.0,-15.6707,-23.1708,-19.468,-17.276,-2.192,34.78,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON06,52.073538,21.1858844,A102,42.91,ON,01.09.2024,13.58,-25.11,-14.92,43.1,33.0,-17.76,-26.3437,-20.311,-20.558,0.246,43.1,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON07,52.0732815,21.1853832,A029,34.55,ON,27.08.2024,14.84,-26.61,-12.05,37.49,33.0,-14.6328,-23.7343,-17.379,-17.801,0.423,37.49,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON07,52.0732815,21.1853832,A102,42.91,ON,01.09.2024,12.04,-23.35,-14.11,45.87,33.0,-18.6917,-26.8783,-20.294,-20.9,0.606,45.87,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON24,52.078882449795,21.190693183247,A029,34.55,ON,27.08.2024,14.49,-23.66,-13.47,34.71,33.0,-18.5398,-24.2215,-23.211,-18.111,-5.1,34.71,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON24,52.078882449795,21.190693183247,A102,42.91,ON,01.09.2024,13.2,-26.37,-14.65,43.02,33.0,-19.7871,-28.2141,-21.619,-22.195,0.576,43.02,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON25,52.07879277788,21.190546879341,A029,34.55,ON,27.08.2024,13.53,-24.41,-13.77,34.71,33.0,-17.1448,-23.7992,-21.069,-17.954,-3.116,34.71,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON25,52.07879277788,21.190546879341,A102,42.91,ON,01.09.2024,13.08,-26.57,-14.87,43.02,33.0,-20.16,-28.4268,-21.486,-22.118,0.631,43.02,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON26,52.078612017193,21.191129794506,A029,34.55,ON,27.08.2024,13.35,-23.78,-14.57,33.96,33.0,-16.2902,-23.2557,-19.458,-17.933,-1.524,33.96,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON26,52.078612017193,21.191129794506,A102,42.91,ON,01.09.2024,14.67,-26.37,-15.61,42.45,33.0,-18.0661,-28.2471,-20.092,-22.317,2.225,42.45,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON27,52.078612962121,21.190546113702,A029,34.55,ON,27.08.2024,14.88,-23.99,-13.59,34.71,33.0,-16.6058,-23.7985,-19.725,-18.137,-1.588,34.71,1,F,płz,pyły zwykłe,0 - 35,33.0
OBORY,ON27,52.078612962121,21.190546113702,A102,42.91,ON,01.09.2024,14.08,-26.56,-15.04,43.02,33.0,-18.4051,-27.9293,-20.173,-22.018,1.845,43.02,1,F,płz,pyły zwykłe,0 - 35,33.0
